Day,TimeSlot,Room,Course,Year,Division,Subject,Teacher
Wednesday,11:00-12:00,2020,CS(AIML),FY,B,DBMS - Database Management Systems,KGT
Wednesday,11:00-12:00,1215,CS(AIML),FY,C,DBMS - Database Management Systems,SRH
Wednesday,11:00-12:00,1321,CS(AIML),FY,D,RAAD - Reasoning and Aptitude Dev.,VKJ
Wednesday,11:00-12:00,2022,CS(AIML),SY,A,PSP - Problem Solving & Programming,JAK
Wednesday,11:00-12:00,2018,CS(AIML),SY,B,DBMS - Database Management Systems,JAK
Wednesday,11:00-12:00,2016,CS(AIML),SY,C,DBMS - Database Management Systems,AAB
Wednesday,11:00-12:00,4224,CS(AIML),SY,E,CN - Computer Networks,PNM
Wednesday,11:00-12:00,1100,CS(AIML),TY,B,LADE - Linear Algebra & Diff. Equations,PNM
Wednesday,11:00-12:00,2003,CS(AIML),TY,C,DBMS - Database Management Systems,VKJ
Wednesday,11:00-12:00,1007,CS(AIML),TY,D,RAAD - Reasoning and Aptitude Dev.,AMK
Wednesday,11:00-12:00,1112,CS(AIML),TY,E,LADE - Linear Algebra & Diff. Equations,SRH
Wednesday,11:00-12:00,2006,CS(AIML),LY,B,PSP - Problem Solving & Programming,AMK
Wednesday,11:00-12:00,2102,CS(AIML),LY,C,SRM - Scientific Research Methods,SRH
Wednesday,11:00-12:00,2204,CS(AIML),LY,D,AI - Artificial Intelligence,AMK
Wednesday,11:00-12:00,4218,CS(AIML),LY,E,GP - General Proficiency,AAB
Wednesday,11:00-12:00,4012,AIDS,FY,A,SRM - Scientific Research Methods,AMK
Wednesday,11:00-12:00,3215,AIDS,FY,C,AI - Artificial Intelligence,JAK
Wednesday,11:00-12:00,2300,AIDS,FY,D,OS - Operating Systems,JAK
Wednesday,11:00-12:00,2122,AIDS,FY,E,GP - General Proficiency,KGT
Wednesday,11:00-12:00,2109,AIDS,SY,A,GP - General Proficiency,AAB
Wednesday,11:00-12:00,3115,AIDS,SY,B,ML - Machine Learning,AAB
Wednesday,11:00-12:00,4020,AIDS,SY,C,OS - Operating Systems,KGT
Wednesday,11:00-12:00,3106,AIDS,TY,A,PSP - Problem Solving & Programming,SRH
Wednesday,11:00-12:00,4203,AIDS,TY,B,SRM - Scientific Research Methods,AAB
Wednesday,11:00-12:00,4315,AIDS,TY,C,RAAD - Reasoning and Aptitude Dev.,VKJ
Wednesday,11:00-12:00,1119,AIDS,TY,D,CN - Computer Networks,JAK
Wednesday,11:00-12:00,4317,AIDS,TY,E,COA - Computer Org. & Architecture,VKJ
Wednesday,11:00-12:00,4321,AIDS,LY,B,GP - General Proficiency,VKJ
Wednesday,11:00-12:00,2108,AIDS,LY,D,LADE - Linear Algebra & Diff. Equations,KGT
Wednesday,11:00-12:00,2210,AIDS,LY,E,PSP - Problem Solving & Programming,JAK
Wednesday,12:00-13:00,4308,CS,FY,A,LADE - Linear Algebra & Diff. Equations,PNM
Wednesday,12:00-13:00,4220,CS,FY,B,CN - Computer Networks,KGT
Wednesday,12:00-13:00,4020,CS,FY,C,GP - General Proficiency,SRH
Wednesday,12:00-13:00,1103,CS,SY,A,SRM - Scientific Research Methods,PNM
Wednesday,12:00-13:00,2119,CS,SY,D,CN - Computer Networks,AMK
Wednesday,12:00-13:00,1321,CS,SY,E,CN - Computer Networks,JAK
Wednesday,12:00-13:00,3017,CS,TY,A,AI - Artificial Intelligence,SRH
Wednesday,12:00-13:00,3313,CS,TY,B,OS - Operating Systems,AAB
Wednesday,12:00-13:00,1203,CS,TY,E,GP - General Proficiency,JAK
Wednesday,12:00-13:00,4015,CS,LY,A,CN - Computer Networks,VKJ
Wednesday,12:00-13:00,1202,CS,LY,C,SRM - Scientific Research Methods,AMK
Wednesday,12:00-13:00,3117,CS,LY,D,IKS - Indian Knowledge System,AAB
Wednesday,12:00-13:00,4112,IT,FY,A,AI - Artificial Intelligence,SRH
Wednesday,12:00-13:00,2117,IT,FY,B,IKS - Indian Knowledge System,SRH
Wednesday,12:00-13:00,1019,IT,FY,C,IKS - Indian Knowledge System,AAB
Wednesday,12:00-13:00,1317,IT,FY,D,IKS - Indian Knowledge System,SRH
Wednesday,12:00-13:00,4011,IT,SY,B,PSP - Problem Solving & Programming,JAK
Wednesday,12:00-13:00,1105,IT,SY,C,COA - Computer Org. & Architecture,PNM
Wednesday,12:00-13:00,4108,IT,TY,A,CN - Computer Networks,KGT
Wednesday,12:00-13:00,4011,IT,TY,B,CN - Computer Networks,JAK
Wednesday,12:00-13:00,3024,IT,TY,C,SRM - Scientific Research Methods,JAK
Wednesday,12:00-13:00,2123,IT,TY,D,RAAD - Reasoning and Aptitude Dev.,AAB
Wednesday,12:00-13:00,1015,IT,TY,E,WD - Web Development,SRH
Wednesday,12:00-13:00,4218,IT,LY,B,COA - Computer Org. & Architecture,PNM
Wednesday,12:00-13:00,4106,IT,LY,D,PSP - Problem Solving & Programming,AAB
Wednesday,12:00-13:00,3005,IT,LY,E,ML - Machine Learning,AAB
Wednesday,12:00-13:00,2218,CS(AI),FY,A,DBMS - Database Management Systems,AAB
Wednesday,12:00-13:00,1102,CS(AI),FY,B,LADE - Linear Algebra & Diff. Equations,PNM
Wednesday,12:00-13:00,3103,CS(AI),FY,D,IKS - Indian Knowledge System,SRH
Wednesday,12:00-13:00,4013,CS(AI),SY,A,COA - Computer Org. & Architecture,AAB
Wednesday,12:00-13:00,1000,CS(AI),SY,B,CN - Computer Networks,VKJ
Wednesday,12:00-13:00,2016,CS(AI),SY,C,IKS - Indian Knowledge System,KGT
Wednesday,12:00-13:00,1311,CS(AI),SY,E,DBMS - Database Management Systems,AAB
Wednesday,12:00-13:00,4301,CS(AI),TY,A,GP - General Proficiency,PNM
Wednesday,12:00-13:00,1001,CS(AI),TY,B,OS - Operating Systems,VKJ
Wednesday,12:00-13:00,4018,CS(AI),TY,C,WD - Web Development,VKJ
Wednesday,12:00-13:00,3117,CS(AI),TY,D,PSP - Problem Solving & Programming,KGT
Wednesday,12:00-13:00,2318,CS(AI),LY,A,WD - Web Development,AMK
Wednesday,12:00-13:00,2212,CS(AI),LY,C,LADE - Linear Algebra & Diff. Equations,SRH
Wednesday,12:00-13:00,2321,CS(AI),LY,D,IKS - Indian Knowledge System,VKJ
Wednesday,12:00-13:00,4123,CS(AIML),FY,B,CN - Computer Networks,AMK
Wednesday,12:00-13:00,4205,CS(AIML),FY,C,CN - Computer Networks,PNM
Wednesday,12:00-13:00,4212,CS(AIML),FY,D,DBMS - Database Management Systems,PNM
Wednesday,12:00-13:00,2208,CS(AIML),SY,A,RAAD - Reasoning and Aptitude Dev.,AAB
Wednesday,12:00-13:00,1118,CS(AIML),SY,B,GP - General Proficiency,KGT
Wednesday,12:00-13:00,2114,CS(AIML),SY,C,GP - General Proficiency,AMK
Wednesday,12:00-13:00,1209,CS(AIML),SY,D,GP - General Proficiency,PNM
Wednesday,12:00-13:00,1206,CS(AIML),SY,E,SRM - Scientific Research Methods,AAB
Wednesday,12:00-13:00,4209,CS(AIML),TY,A,COA - Computer Org. & Architecture,SRH
Wednesday,12:00-13:00,1309,CS(AIML),TY,C,CN - Computer Networks,VKJ
Wednesday,12:00-13:00,3301,CS(AIML),LY,B,OS - Operating Systems,AMK
Wednesday,12:00-13:00,4113,AIDS,FY,C,AI - Artificial Intelligence,PNM
Wednesday,12:00-13:00,2024,AIDS,FY,D,LADE - Linear Algebra & Diff. Equations,AMK
Wednesday,12:00-13:00,1109,AIDS,FY,E,AI - Artificial Intelligence,KGT
Wednesday,12:00-13:00,2212,AIDS,SY,A,CN - Computer Networks,JAK
Wednesday,12:00-13:00,1322,AIDS,SY,B,GP - General Proficiency,JAK
Wednesday,12:00-13:00,3110,AIDS,SY,C,LADE - Linear Algebra & Diff. Equations,KGT
Wednesday,12:00-13:00,3118,AIDS,SY,E,PSP - Problem Solving & Programming,VKJ
Wednesday,12:00-13:00,1302,AIDS,TY,A,AI - Artificial Intelligence,KGT
Wednesday,12:00-13:00,3314,AIDS,TY,B,ML - Machine Learning,PNM
Wednesday,12:00-13:00,1213,AIDS,TY,C,SRM - Scientific Research Methods,AMK
Wednesday,12:00-13:00,1012,AIDS,TY,D,COA - Computer Org. & Architecture,AAB
Wednesday,12:00-13:00,2020,AIDS,TY,E,SRM - Scientific Research Methods,AMK
Wednesday,12:00-13:00,3020,AIDS,LY,B,OS - Operating Systems,KGT
Wednesday,12:00-13:00,1018,AIDS,LY,C,CN - Computer Networks,PNM
Wednesday,12:00-13:00,4306,AIDS,LY,D,GP - General Proficiency,AMK
Wednesday,13:00-14:00,1018,CS,FY,A,DBMS - Database Management Systems,SRH
Wednesday,13:00-14:00,4220,CS,FY,B,AI - Artificial Intelligence,PNM
Wednesday,13:00-14:00,2022,CS,FY,C,COA - Computer Org. & Architecture,AAB
Wednesday,13:00-14:00,1317,CS,FY,D,RAAD - Reasoning and Aptitude Dev.,AMK
Wednesday,13:00-14:00,1304,CS,SY,C,DBMS - Database Management Systems,AAB
Wednesday,13:00-14:00,4120,CS,SY,D,AI - Artificial Intelligence,AMK
Wednesday,13:00-14:00,2215,CS,SY,E,SRM - Scientific Research Methods,AAB
Wednesday,13:00-14:00,1100,CS,TY,A,CN - Computer Networks,VKJ
Wednesday,13:00-14:00,1203,CS,TY,B,AI - Artificial Intelligence,AAB
Wednesday,13:00-14:00,4114,CS,TY,D,AI - Artificial Intelligence,VKJ
Wednesday,13:00-14:00,4216,CS,TY,E,DBMS - Database Management Systems,PNM
Wednesday,13:00-14:00,4011,CS,LY,B,AI - Artificial Intelligence,KGT
Wednesday,13:00-14:00,4111,CS,LY,D,IKS - Indian Knowledge System,PNM
Wednesday,13:00-14:00,1001,CS,LY,E,CN - Computer Networks,PNM
Wednesday,13:00-14:00,4010,IT,FY,A,GP - General Proficiency,PNM
Wednesday,13:00-14:00,4222,IT,FY,C,PSP - Problem Solving & Programming,AMK
Wednesday,13:00-14:00,1308,IT,FY,E,IKS - Indian Knowledge System,KGT
Wednesday,13:00-14:00,4213,IT,SY,A,ML - Machine Learning,PNM
Wednesday,13:00-14:00,4016,IT,SY,B,GP - General Proficiency,AAB
Wednesday,13:00-14:00,1009,IT,SY,C,COA - Computer Org. & Architecture,JAK
Wednesday,13:00-14:00,2221,IT,SY,E,IKS - Indian Knowledge System,PNM
Wednesday,13:00-14:00,1009,IT,TY,A,ML - Machine Learning,JAK
Wednesday,13:00-14:00,3011,IT,TY,D,IKS - Indian Knowledge System,PNM
Wednesday,13:00-14:00,4112,IT,LY,A,WD - Web Development,SRH
Wednesday,13:00-14:00,3022,IT,LY,B,IKS - Indian Knowledge System,KGT
Wednesday,13:00-14:00,1306,IT,LY,C,CN - Computer Networks,AMK
Wednesday,13:00-14:00,2306,CS(AI),FY,B,AI - Artificial Intelligence,AAB
Wednesday,13:00-14:00,1306,CS(AI),FY,C,WD - Web Development,VKJ
Wednesday,13:00-14:00,3003,CS(AI),FY,D,IKS - Indian Knowledge System,SRH
Wednesday,13:00-14:00,2106,CS(AI),FY,E,OS - Operating Systems,JAK
Wednesday,13:00-14:00,1108,CS(AI),SY,A,COA - Computer Org. & Architecture,AMK
Wednesday,13:00-14:00,3212,CS(AI),SY,B,CN - Computer Networks,SRH
Wednesday,13:00-14:00,4202,CS(AI),SY,C,DBMS - Database Management Systems,VKJ
Wednesday,13:00-14:00,2314,CS(AI),SY,D,RAAD - Reasoning and Aptitude Dev.,PNM
Wednesday,13:00-14:00,2103,CS(AI),SY,E,RAAD - Reasoning and Aptitude Dev.,VKJ
Wednesday,13:00-14:00,2214,CS(AI),TY,A,WD - Web Development,SRH
Wednesday,13:00-14:00,4223,CS(AI),TY,B,SRM - Scientific Research Methods,VKJ
Wednesday,13:00-14:00,2001,CS(AI),TY,C,GP - General Proficiency,KGT
Wednesday,13:00-14:00,4209,CS(AI),TY,E,ML - Machine Learning,AAB
Wednesday,13:00-14:00,1216,CS(AI),LY,A,CN - Computer Networks,JAK
Wednesday,13:00-14:00,1302,CS(AI),LY,B,RAAD - Reasoning and Aptitude Dev.,PNM
Wednesday,13:00-14:00,4124,CS(AI),LY,C,OS - Operating Systems,SRH
Wednesday,13:00-14:00,3324,CS(AIML),FY,A,AI - Artificial Intelligence,SRH
Wednesday,13:00-14:00,3318,CS(AIML),FY,C,ML - Machine Learning,PNM
Wednesday,13:00-14:00,4111,CS(AIML),FY,D,AI - Artificial Intelligence,SRH
Wednesday,13:00-14:00,4114,CS(AIML),FY,E,RAAD - Reasoning and Aptitude Dev.,AMK
Wednesday,13:00-14:00,2206,CS(AIML),SY,A,DBMS - Database Management Systems,KGT
Wednesday,13:00-14:00,2300,CS(AIML),SY,C,OS - Operating Systems,AMK
Wednesday,13:00-14:00,4223,CS(AIML),SY,D,LADE - Linear Algebra & Diff. Equations,SRH
Wednesday,13:00-14:00,2007,CS(AIML),SY,E,COA - Computer Org. & Architecture,VKJ
Wednesday,13:00-14:00,2010,CS(AIML),TY,A,RAAD - Reasoning and Aptitude Dev.,JAK
Wednesday,13:00-14:00,1204,CS(AIML),TY,B,ML - Machine Learning,SRH
Wednesday,13:00-14:00,4111,CS(AIML),TY,C,RAAD - Reasoning and Aptitude Dev.,VKJ
Wednesday,13:00-14:00,2003,CS(AIML),TY,E,SRM - Scientific Research Methods,JAK
Wednesday,13:00-14:00,2217,CS(AIML),LY,A,PSP - Problem Solving & Programming,KGT
Wednesday,13:00-14:00,4021,CS(AIML),LY,B,ML - Machine Learning,VKJ
Wednesday,13:00-14:00,4000,CS(AIML),LY,D,COA - Computer Org. & Architecture,KGT
Wednesday,13:00-14:00,1106,AIDS,FY,A,SRM - Scientific Research Methods,PNM
Wednesday,13:00-14:00,1005,AIDS,FY,B,ML - Machine Learning,PNM
Wednesday,13:00-14:00,2207,AIDS,FY,D,GP - General Proficiency,JAK
Wednesday,13:00-14:00,3106,AIDS,FY,E,LADE - Linear Algebra & Diff. Equations,KGT
Wednesday,13:00-14:00,1310,AIDS,SY,A,DBMS - Database Management Systems,PNM
Wednesday,13:00-14:00,3320,AIDS,SY,C,IKS - Indian Knowledge System,VKJ
Wednesday,13:00-14:00,2017,AIDS,SY,D,WD - Web Development,JAK
Wednesday,13:00-14:00,4110,AIDS,TY,A,CN - Computer Networks,AAB
Wednesday,13:00-14:00,2304,AIDS,TY,E,RAAD - Reasoning and Aptitude Dev.,VKJ
Wednesday,13:00-14:00,4020,AIDS,LY,A,COA - Computer Org. & Architecture,AMK
Wednesday,13:00-14:00,4207,AIDS,LY,C,AI - Artificial Intelligence,AMK
Wednesday,13:00-14:00,1006,AIDS,LY,D,ML - Machine Learning,AAB
Wednesday,13:00-14:00,2111,AIDS,LY,E,PSP - Problem Solving & Programming,AAB
Wednesday,14:00-15:00,3006,CS,FY,B,PSP - Problem Solving & Programming,AMK
Wednesday,14:00-15:00,3018,CS,FY,C,GP - General Proficiency,KGT
Wednesday,14:00-15:00,1214,CS,FY,E,SRM - Scientific Research Methods,PNM
Wednesday,14:00-15:00,3015,CS,SY,A,WD - Web Development,JAK
Wednesday,14:00-15:00,2103,CS,SY,B,GP - General Proficiency,JAK
Wednesday,14:00-15:00,1114,CS,SY,C,CN - Computer Networks,SRH
Wednesday,14:00-15:00,4017,CS,SY,D,CN - Computer Networks,VKJ
Wednesday,14:00-15:00,3224,CS,SY,E,RAAD - Reasoning and Aptitude Dev.,JAK
Wednesday,14:00-15:00,3303,CS,TY,A,RAAD - Reasoning and Aptitude Dev.,PNM
Wednesday,14:00-15:00,2319,CS,TY,C,RAAD - Reasoning and Aptitude Dev.,JAK
Wednesday,14:00-15:00,2304,CS,TY,D,GP - General Proficiency,SRH
Wednesday,14:00-15:00,1204,CS,TY,E,COA - Computer Org. & Architecture,PNM
Wednesday,14:00-15:00,3214,CS,LY,A,ML - Machine Learning,KGT
Wednesday,14:00-15:00,4023,CS,LY,B,CN - Computer Networks,JAK
Wednesday,14:00-15:00,4013,CS,LY,C,GP - General Proficiency,AMK
Wednesday,14:00-15:00,2008,CS,LY,D,CN - Computer Networks,AMK
Wednesday,14:00-15:00,3324,CS,LY,E,WD - Web Development,SRH
Wednesday,14:00-15:00,4122,IT,FY,B,DBMS - Database Management Systems,SRH
Wednesday,14:00-15:00,4117,IT,FY,D,GP - General Proficiency,JAK
Wednesday,14:00-15:00,4319,IT,SY,A,SRM - Scientific Research Methods,SRH
Wednesday,14:00-15:00,4103,IT,SY,B,LADE - Linear Algebra & Diff. Equations,SRH
Wednesday,14:00-15:00,1115,IT,SY,C,AI - Artificial Intelligence,AMK
Wednesday,14:00-15:00,4302,IT,SY,D,OS - Operating Systems,PNM
Wednesday,14:00-15:00,4206,IT,TY,A,RAAD - Reasoning and Aptitude Dev.,PNM
Wednesday,14:00-15:00,2101,IT,TY,B,AI - Artificial Intelligence,JAK
Wednesday,14:00-15:00,2124,IT,TY,E,PSP - Problem Solving & Programming,AMK
Wednesday,14:00-15:00,2105,IT,LY,A,PSP - Problem Solving & Programming,AAB
Wednesday,14:00-15:00,1011,IT,LY,B,IKS - Indian Knowledge System,KGT
Wednesday,14:00-15:00,2206,IT,LY,C,IKS - Indian Knowledge System,AAB
Wednesday,14:00-15:00,2317,IT,LY,D,COA - Computer Org. & Architecture,PNM
Wednesday,14:00-15:00,2211,IT,LY,E,GP - General Proficiency,PNM
Wednesday,14:00-15:00,3319,CS(AI),FY,B,DBMS - Database Management Systems,AAB
Wednesday,14:00-15:00,1203,CS(AI),FY,D,DBMS - Database Management Systems,AMK
Wednesday,14:00-15:00,2205,CS(AI),FY,E,DBMS - Database Management Systems,KGT
Wednesday,14:00-15:00,2001,CS(AI),SY,A,LADE - Linear Algebra & Diff. Equations,SRH
Wednesday,14:00-15:00,3105,CS(AI),SY,D,WD - Web Development,AAB
Wednesday,14:00-15:00,2303,CS(AI),SY,E,GP - General Proficiency,JAK
Wednesday,14:00-15:00,3002,CS(AI),TY,A,COA - Computer Org. & Architecture,AAB
Wednesday,14:00-15:00,3009,CS(AI),TY,B,GP - General Proficiency,AMK
Wednesday,14:00-15:00,2316,CS(AI),TY,C,IKS - Indian Knowledge System,PNM
Wednesday,14:00-15:00,4021,CS(AI),TY,D,IKS - Indian Knowledge System,AAB
Wednesday,14:00-15:00,3211,CS(AI),LY,D,CN - Computer Networks,SRH
Wednesday,14:00-15:00,3205,CS(AI),LY,E,PSP - Problem Solving & Programming,AAB
Wednesday,14:00-15:00,4014,CS(AIML),FY,A,CN - Computer Networks,JAK
Wednesday,14:00-15:00,2203,CS(AIML),FY,B,OS - Operating Systems,KGT
Wednesday,14:00-15:00,2110,CS(AIML),FY,C,CN - Computer Networks,SRH
Wednesday,14:00-15:00,1015,CS(AIML),FY,D,PSP - Problem Solving & Programming,VKJ
Wednesday,14:00-15:00,1015,CS(AIML),FY,E,WD - Web Development,AMK
Wednesday,14:00-15:00,1219,CS(AIML),SY,B,WD - Web Development,JAK
Wednesday,14:00-15:00,4204,CS(AIML),SY,C,COA - Computer Org. & Architecture,VKJ
Wednesday,14:00-15:00,2223,CS(AIML),SY,D,ML - Machine Learning,AAB
Wednesday,14:00-15:00,2322,CS(AIML),SY,E,PSP - Problem Solving & Programming,AAB
Wednesday,14:00-15:00,1011,CS(AIML),TY,A,IKS - Indian Knowledge System,JAK
Wednesday,14:00-15:00,1011,CS(AIML),TY,B,AI - Artificial Intelligence,AAB
Wednesday,14:00-15:00,2311,CS(AIML),TY,C,LADE - Linear Algebra & Diff. Equations,JAK
Wednesday,14:00-15:00,2022,CS(AIML),TY,E,CN - Computer Networks,JAK
Wednesday,14:00-15:00,4311,CS(AIML),LY,A,AI - Artificial Intelligence,KGT
Wednesday,14:00-15:00,2021,CS(AIML),LY,B,IKS - Indian Knowledge System,AMK
Wednesday,14:00-15:00,2200,CS(AIML),LY,C,LADE - Linear Algebra & Diff. Equations,VKJ
Wednesday,14:00-15:00,1312,CS(AIML),LY,D,LADE - Linear Algebra & Diff. Equations,VKJ
Wednesday,14:00-15:00,1010,CS(AIML),LY,E,WD - Web Development,AAB
Wednesday,14:00-15:00,2111,AIDS,FY,A,COA - Computer Org. & Architecture,JAK
Wednesday,14:00-15:00,1112,AIDS,FY,B,CN - Computer Networks,SRH
Wednesday,14:00-15:00,1100,AIDS,FY,C,ML - Machine Learning,VKJ
Wednesday,14:00-15:00,3217,AIDS,FY,D,LADE - Linear Algebra & Diff. Equations,PNM
Wednesday,14:00-15:00,2212,AIDS,FY,E,WD - Web Development,AMK
Wednesday,14:00-15:00,2320,AIDS,SY,A,OS - Operating Systems,VKJ
Wednesday,14:00-15:00,4103,AIDS,SY,B,GP - General Proficiency,KGT
Wednesday,14:00-15:00,1010,AIDS,SY,D,DBMS - Database Management Systems,AAB
Wednesday,14:00-15:00,1303,AIDS,SY,E,WD - Web Development,VKJ
Wednesday,14:00-15:00,4217,AIDS,TY,A,LADE - Linear Algebra & Diff. Equations,SRH
Wednesday,14:00-15:00,1205,AIDS,TY,B,PSP - Problem Solving & Programming,SRH
Wednesday,14:00-15:00,2309,AIDS,LY,B,PSP - Problem Solving & Programming,PNM
Wednesday,14:00-15:00,4000,AIDS,LY,E,LADE - Linear Algebra & Diff. Equations,KGT
Wednesday,15:00-16:00,2303,CS,FY,A,SRM - Scientific Research Methods,JAK
Wednesday,15:00-16:00,2312,CS,FY,B,ML - Machine Learning,AAB
Wednesday,15:00-16:00,2016,CS,FY,C,CN - Computer Networks,PNM
Wednesday,15:00-16:00,2104,CS,FY,D,PSP - Problem Solving & Programming,PNM
Wednesday,15:00-16:00,4104,CS,SY,A,COA - Computer Org. & Architecture,PNM
Wednesday,15:00-16:00,1213,CS,SY,C,AI - Artificial Intelligence,AMK
Wednesday,15:00-16:00,1010,CS,SY,D,IKS - Indian Knowledge System,KGT
Wednesday,15:00-16:00,4113,CS,SY,E,AI - Artificial Intelligence,JAK
Wednesday,15:00-16:00,2224,CS,TY,B,WD - Web Development,AAB
Wednesday,15:00-16:00,3108,CS,TY,C,DBMS - Database Management Systems,JAK
Wednesday,15:00-16:00,4005,CS,TY,D,LADE - Linear Algebra & Diff. Equations,SRH
Wednesday,15:00-16:00,3122,CS,LY,A,OS - Operating Systems,PNM
Wednesday,15:00-16:00,2314,CS,LY,C,WD - Web Development,JAK
Wednesday,15:00-16:00,4301,CS,LY,D,PSP - Problem Solving & Programming,JAK
Wednesday,15:00-16:00,1303,CS,LY,E,AI - Artificial Intelligence,AMK
Wednesday,15:00-16:00,4214,IT,FY,A,GP - General Proficiency,VKJ
Wednesday,15:00-16:00,3210,IT,FY,B,ML - Machine Learning,PNM
Wednesday,15:00-16:00,4107,IT,FY,C,CN - Computer Networks,KGT
Wednesday,15:00-16:00,3312,IT,FY,D,CN - Computer Networks,JAK
Wednesday,15:00-16:00,1116,IT,FY,E,DBMS - Database Management Systems,KGT
Wednesday,15:00-16:00,2206,IT,SY,B,OS - Operating Systems,KGT
Wednesday,15:00-16:00,4219,IT,SY,D,ML - Machine Learning,PNM
Wednesday,15:00-16:00,1003,IT,SY,E,ML - Machine Learning,AAB
Wednesday,15:00-16:00,1214,IT,TY,A,GP - General Proficiency,SRH
Wednesday,15:00-16:00,2316,IT,TY,B,LADE - Linear Algebra & Diff. Equations,VKJ
Wednesday,15:00-16:00,2006,IT,TY,C,SRM - Scientific Research Methods,JAK
Wednesday,15:00-16:00,4019,IT,TY,D,AI - Artificial Intelligence,AMK
Wednesday,15:00-16:00,4202,IT,LY,A,ML - Machine Learning,VKJ
Wednesday,15:00-16:00,2310,IT,LY,D,ML - Machine Learning,KGT
Wednesday,15:00-16:00,3123,IT,LY,E,CN - Computer Networks,AAB
Wednesday,15:00-16:00,4018,CS(AI),FY,A,COA - Computer Org. & Architecture,SRH
Wednesday,15:00-16:00,3209,CS(AI),FY,B,DBMS - Database Management Systems,VKJ
Wednesday,15:00-16:00,2004,CS(AI),FY,C,AI - Artificial Intelligence,AMK
Wednesday,15:00-16:00,3021,CS(AI),FY,E,AI - Artificial Intelligence,AAB
Wednesday,15:00-16:00,1110,CS(AI),SY,A,COA - Computer Org. & Architecture,JAK
Wednesday,15:00-16:00,2324,CS(AI),SY,B,SRM - Scientific Research Methods,JAK
Wednesday,15:00-16:00,4220,CS(AI),SY,C,ML - Machine Learning,AAB
Wednesday,15:00-16:00,2223,CS(AI),SY,D,GP - General Proficiency,KGT
Wednesday,15:00-16:00,2110,CS(AI),SY,E,LADE - Linear Algebra & Diff. Equations,AAB
Wednesday,15:00-16:00,2212,CS(AI),TY,A,PSP - Problem Solving & Programming,KGT
Wednesday,15:00-16:00,1003,CS(AI),TY,B,IKS - Indian Knowledge System,KGT
Wednesday,15:00-16:00,1018,CS(AI),TY,D,ML - Machine Learning,VKJ
Wednesday,15:00-16:00,4322,CS(AI),TY,E,COA - Computer Org. & Architecture,VKJ
Wednesday,15:00-16:00,1204,CS(AI),LY,A,SRM - Scientific Research Methods,KGT
Wednesday,15:00-16:00,3309,CS(AI),LY,B,ML - Machine Learning,PNM
Wednesday,15:00-16:00,2309,CS(AI),LY,C,WD - Web Development,SRH
Wednesday,15:00-16:00,3017,CS(AI),LY,D,CN - Computer Networks,KGT
Wednesday,15:00-16:00,3215,CS(AIML),FY,A,WD - Web Development,SRH
Wednesday,15:00-16:00,3220,CS(AIML),FY,B,ML - Machine Learning,SRH
Wednesday,15:00-16:00,3123,CS(AIML),FY,C,LADE - Linear Algebra & Diff. Equations,JAK
Wednesday,15:00-16:00,3304,CS(AIML),FY,D,PSP - Problem Solving & Programming,AAB
Wednesday,15:00-16:00,2205,CS(AIML),FY,E,RAAD - Reasoning and Aptitude Dev.,VKJ
Wednesday,15:00-16:00,2223,CS(AIML),SY,A,OS - Operating Systems,JAK
Wednesday,15:00-16:00,1004,CS(AIML),SY,C,PSP - Problem Solving & Programming,PNM
Wednesday,15:00-16:00,4313,CS(AIML),SY,D,CN - Computer Networks,PNM
Wednesday,15:00-16:00,1009,CS(AIML),SY,E,ML - Machine Learning,AMK
Wednesday,15:00-16:00,3117,CS(AIML),TY,A,RAAD - Reasoning and Aptitude Dev.,SRH
Wednesday,15:00-16:00,3114,CS(AIML),TY,C,OS - Operating Systems,VKJ
Wednesday,15:00-16:00,1224,CS(AIML),TY,D,PSP - Problem Solving & Programming,KGT
Wednesday,15:00-16:00,3110,CS(AIML),LY,C,OS - Operating Systems,AAB
Wednesday,15:00-16:00,2307,CS(AIML),LY,D,LADE - Linear Algebra & Diff. Equations,KGT
Wednesday,15:00-16:00,3014,CS(AIML),LY,E,AI - Artificial Intelligence,JAK
Wednesday,15:00-16:00,4314,AIDS,FY,A,OS - Operating Systems,KGT
Wednesday,15:00-16:00,1101,AIDS,FY,C,ML - Machine Learning,AMK
Wednesday,15:00-16:00,3318,AIDS,FY,E,AI - Artificial Intelligence,AAB
Wednesday,15:00-16:00,4212,AIDS,SY,A,WD - Web Development,AAB
Wednesday,15:00-16:00,1305,AIDS,SY,B,RAAD - Reasoning and Aptitude Dev.,AMK
Wednesday,15:00-16:00,1312,AIDS,SY,C,COA - Computer Org. & Architecture,SRH
Wednesday,15:00-16:00,4302,AIDS,SY,D,CN - Computer Networks,KGT
Wednesday,15:00-16:00,2209,AIDS,SY,E,IKS - Indian Knowledge System,AAB
Wednesday,15:00-16:00,2118,AIDS,TY,A,RAAD - Reasoning and Aptitude Dev.,SRH
Wednesday,15:00-16:00,1100,AIDS,TY,B,IKS - Indian Knowledge System,PNM
Wednesday,15:00-16:00,2102,AIDS,TY,C,GP - General Proficiency,AAB
Wednesday,15:00-16:00,3011,AIDS,TY,E,RAAD - Reasoning and Aptitude Dev.,AMK
Wednesday,15:00-16:00,1004,AIDS,LY,A,LADE - Linear Algebra & Diff. Equations,JAK
